event_id,hit_id,track_id
21139,604,8098
21139,605,8014
21139,606,8112
21139,607,1925
21139,608,8100
21139,609,7801
21139,610,7870
21139,611,8114
21139,612,8101
21139,613,2273
21139,614,2440
21139,615,2100
21139,616,8017
21139,617,2441
21139,618,8099
21139,619,2156
21139,620,0
21139,621,2324
21139,622,2030
21139,623,5086
21139,624,8113
21139,625,2498
21139,626,2497
21139,627,2357
21139,628,7569
21139,629,2569
21139,630,5135
21139,631,0
21139,632,7644
21139,633,2499
21139,634,7613
21139,635,0
21139,636,2031
21139,637,7802
21139,638,1926
21139,639,2100
21139,640,8015
21139,641,7803
21139,642,2101
21139,643,8017
21139,644,2102
21139,645,8100
21139,646,8099
21139,647,7800
21139,648,7938
21139,649,8016
21139,650,8098
21139,651,8127
21139,652,2276
21139,653,2445
21139,654,1924
21139,655,2444
21139,656,8114
21139,657,0
21139,658,8101
21139,659,2324
21139,660,5129
21139,661,0
21139,662,2382
21139,663,0
21139,664,2008
21139,665,7492
21139,666,2357
21139,667,2569
21139,668,2497
21139,669,5130
21139,670,2358
21139,671,2008
21139,672,7492
21139,673,7631
21139,674,0
21139,675,2193
21139,676,2500
21139,677,2385
21139,678,7446
21139,679,2032
21139,680,7526
21139,681,2194
21139,682,2534
21139,683,7526
21139,684,2325
21139,685,5130
21139,686,2158
21139,687,7804
21139,688,8087
21139,689,2446
21139,690,7875
21139,691,7803
21139,692,8102
21139,693,8018
21139,694,7805
21139,695,7806
21139,696,2104
21139,697,8127
21139,698,7938
21139,699,8015
21139,700,2444
21139,701,2102
21139,702,2275
21139,703,2445
21139,704,7873
21139,705,8016
21139,706,2277
21139,707,2278
21139,708,7940
21139,709,8115
21139,710,7939
21139,711,0
21139,712,2103
21139,713,7479
21139,714,2157
21139,715,5090
21139,716,2196
21139,717,7514
21139,718,2325
21139,719,2194
21139,720,0
21139,721,5205
21139,722,2327
21139,723,2328
21139,724,0
21139,725,0
21139,726,2359
21139,727,2158
21139,728,0
21139,729,7447
21139,730,2007
21139,731,2330
21139,732,2195
21139,733,7514
21139,734,2197
21139,735,7447
21139,736,2157
21139,737,2007
21139,738,2219
21139,739,5092
21139,740,2328
21139,741,2360
21139,742,2327
21139,743,2446
21139,744,7808
21139,745,8115
21139,746,2447
21139,747,7874
21139,748,2449
21139,749,1927
21139,750,7807
21139,751,7875
21139,752,8116
21139,753,7942
21139,754,8087
21139,755,2448
21139,756,8018
21139,757,7774
21139,758,8088
21139,759,2104
21139,760,8021
21139,761,7805
21139,762,7804
21139,763,7806
21139,764,2277
21139,765,0
21139,766,7941
21139,767,8102
21139,768,2450
21139,769,2105
21139,770,7940
21139,771,7943
21139,772,5092
21139,773,0
21139,774,2197
21139,775,2501
21139,776,7460
21139,777,2330
21139,778,2329
21139,779,0
21139,780,7879
21139,781,0
21139,782,2106
21139,783,2449
21139,784,7946
21139,785,2454
21139,786,7807
21139,787,8019
21139,788,2107
21139,789,8090
21139,790,2280
21139,791,7808
21139,792,2281
21139,793,2451
21139,794,8063
21139,795,7878
21139,796,1928
21139,797,2279
21139,798,8021
21139,799,7876
21139,800,8116
21139,801,2452
21139,802,7945
21139,803,1929
21139,804,2329
21139,805,5087
21139,806,2159
21139,807,7480
21139,808,1975
21139,809,2033
21139,810,5102
21139,811,2362
21139,812,0
21139,813,7460
21139,814,5131
21139,815,7493
21139,816,2570
21139,817,2199
21139,818,5131
21139,819,2536
21139,820,2331
21139,821,7480
21139,822,5219
21139,823,2361
21139,824,5163
21139,825,5091
21139,826,2160
21139,827,2502
21139,828,2010
21139,829,2159
21139,830,8090
21139,831,1930
21139,832,2280
21139,833,7881
21139,834,2451
21139,835,2453
21139,836,2106
21139,837,0
21139,838,8025
21139,839,2455
21139,840,7877
21139,841,8022
21139,842,8073
21139,843,1929
21139,844,8089
21139,845,0
21139,846,8128
21139,847,7944
21139,848,0
21139,849,7947
21139,850,1976
21139,851,2279
21139,852,7945
21139,853,2107
21139,854,7528
21139,855,2160
21139,856,2363
21139,857,5163
21139,858,2332
21139,859,2502
21139,860,2537
21139,861,2198
21139,862,2535
21139,863,5093
21139,864,2009
21139,865,7527
21139,866,2199
21139,867,7529
21139,868,2537
21139,869,7461
21139,870,0
21139,871,2034
21139,872,8069
21139,873,2283
21139,874,2108
21139,875,2161
21139,876,0
21139,877,8022
21139,878,2285
21139,879,2456
21139,880,7944
21139,881,8024
21139,882,8026
21139,883,2282
21139,884,7948
21139,885,2455
21139,886,2284
21139,887,7883
21139,888,2457
21139,889,1931
21139,890,7877
21139,891,7947
21139,892,8025
21139,893,8128
21139,894,1930
21139,895,7809
21139,896,0
21139,897,2109
21139,898,8027
21139,899,8089
21139,900,2201
21139,901,2200
21139,902,2364
21139,903,7495
21139,904,1977
21139,905,2333
21139,906,7886
21139,907,7950
21139,908,2161
21139,909,7811
21139,910,7949
21139,911,7810
21139,912,2287
21139,913,1981
21139,914,2456
21139,915,2109
21139,916,7884
21139,917,2457
21139,918,2110
21139,919,2285
21139,920,1932
21139,921,7948
21139,922,8118
21139,923,1933
21139,924,7887
21139,925,1979
21139,926,7812
21139,927,7882
21139,928,2286
21139,929,8026
21139,930,1978
21139,931,5206
21139,932,2201
21139,933,2035
21139,934,1977
21139,935,7495
21139,936,2011
21139,937,1980
21139,938,2364
21139,939,2012
21139,940,2571
21139,941,2333
21139,942,2538
21139,943,5171
21139,944,7494
21139,945,2163
21139,946,2038
21139,947,2011
21139,948,2505
21139,949,7515
21139,950,5171
21139,951,5206
21139,952,2163
21139,953,5132
21139,954,7598
21139,955,7687
21139,956,2571
21139,957,2504
21139,958,7464
21139,959,2162
21139,960,0
21139,961,7572
21139,962,7573
21139,963,7530
21139,964,2458
21139,965,8030
21139,966,1932
21139,967,7950
21139,968,7888
21139,969,7887
21139,970,0
21139,971,8119
21139,972,8029
21139,973,7812
21139,974,8091
21139,975,7885
21139,976,8118
21139,977,1979
21139,978,7884
21139,979,7954
21139,980,8028
21139,981,1984
21139,982,7949
21139,983,8064
21139,984,1933
21139,985,8129
21139,986,7951
21139,987,7886
21139,988,0
21139,989,0
21139,990,2162
21139,991,7515
21139,992,2504
21139,993,2503
21139,994,0
21139,995,2037
21139,996,7687
21139,997,2036
21139,998,2539
21139,999,2221
21139,1000,1982
21139,1001,7496
21139,1002,7698
21139,1003,2203
21139,1004,2572
21139,1005,7555
21139,1006,7496
21139,1007,2365
21139,1008,2202
21139,1009,7698
21139,1010,2112
21139,1011,2040
21139,1012,2164
21139,1013,5173
21139,1014,5079
21139,1015,7462
21139,1016,7904
21139,1017,7574
21139,1018,7463
21139,1019,2013
21139,1020,8091
21139,1021,7885
21139,1022,8028
21139,1023,8119
21139,1024,1985
21139,1025,8032
21139,1026,2288
21139,1027,7954
21139,1028,2292
21139,1029,2463
21139,1030,2460
21139,1031,8064
21139,1032,0
21139,1033,2459
21139,1034,7951
21139,1035,1938
21139,1036,7888
21139,1037,2113
21139,1038,1936
21139,1039,8029
21139,1040,2165
21139,1041,2114
21139,1042,7955
21139,1043,1934
21139,1044,8129
21139,1045,0
21139,1046,2290
21139,1047,2111
21139,1048,7952
21139,1049,7953
21139,1050,5078
21139,1051,1984
21139,1052,7815
21139,1053,7816
21139,1054,8031
21139,1055,2506
21139,1056,2112
21139,1057,2164
21139,1058,7751
21139,1059,2289
21139,1060,1935
21139,1061,2541
21139,1062,1983
21139,1063,2542
21139,1064,2507
21139,1065,5079
21139,1066,2365
21139,1067,2540
21139,1068,2013
21139,1069,0
21139,1070,5174
21139,1071,0
21139,1072,2462
21139,1073,8031
21139,1074,8076
21139,1075,7814
21139,1076,7813
21139,1077,7955
21139,1078,2114
21139,1079,8103
21139,1080,7816
21139,1081,8033
21139,1082,1938
21139,1083,2464
21139,1084,2461
21139,1085,2165
21139,1086,0
21139,1087,2115
21139,1088,8032
21139,1089,7815
21139,1090,7956
21139,1091,2116
21139,1092,2166
21139,1093,7953
21139,1094,2289
21139,1095,2509
21139,1096,2223
21139,1097,8077
21139,1098,5220
21139,1099,7533
21139,1100,2506
21139,1101,2510
21139,1102,1935
21139,1103,0
21139,1104,2544
21139,1105,7532
21139,1106,1986
21139,1107,2041
21139,1108,2508
21139,1109,2573
21139,1110,2334
21139,1111,2366
21139,1112,7466
21139,1113,2204
21139,1114,7648
21139,1115,5220
21139,1116,7533
21139,1117,0
21139,1118,2466
21139,1119,7956
21139,1120,8075
21139,1121,2116
21139,1122,1987
21139,1123,1937
21139,1124,1939
21139,1125,8034
21139,1126,0
21139,1127,8076
21139,1128,2294
21139,1129,2465
21139,1130,7817
21139,1131,7889
21139,1132,8120
21139,1133,2293
21139,1134,7958
21139,1135,2462
21139,1136,8103
21139,1137,2014
21139,1138,7497
21139,1139,2205
21139,1140,5175
21139,1141,1986
21139,1142,2543
21139,1143,7575
21139,1144,0
21139,1145,7615
21139,1146,2574
21139,1147,2334
21139,1148,2389
21139,1149,2546
21139,1150,7599
21139,1151,2168
21139,1152,2545
21139,1153,0
21139,1154,2574
21139,1155,7497
21139,1156,2335
21139,1157,5164
21139,1158,5094
21139,1159,5176
21139,1160,2169
21139,1161,2167
21139,1162,2390
21139,1163,0
21139,1164,2465
21139,1165,7891
21139,1166,7960
21139,1167,7889
21139,1168,7818
21139,1169,1942
21139,1170,7820
21139,1171,5080
21139,1172,8035
21139,1173,8037
21139,1174,8120
21139,1175,7957
21139,1176,1940
21139,1177,7961
21139,1178,1941
21139,1179,7821
21139,1180,8040
21139,1181,2117
21139,1182,2168
21139,1183,2368
21139,1184,2227
21139,1185,2545
21139,1186,5164
21139,1187,2169
21139,1188,7649
21139,1189,2295
21139,1190,7599
21139,1191,5188
21139,1192,2335
21139,1193,2575
21139,1194,7649
21139,1195,7557
21139,1196,2171
21139,1197,2295
21139,1198,2576
21139,1199,7576
21139,1200,2206
21139,1201,2368
21139,1202,7516
21139,1203,2170
21139,1204,5136
21139,1205,1988
21139,1206,2227
21139,1207,0
21139,1208,2015
21139,1209,2120
21139,1210,7964
21139,1211,7963
21139,1212,7959
21139,1213,8039
21139,1214,7960
21139,1215,7890
21139,1216,8104
21139,1217,8041
21139,1218,7822
21139,1219,1943
21139,1220,8037
21139,1221,7962
21139,1222,0
21139,1223,8036
21139,1224,8038
21139,1225,7961
21139,1226,7818
21139,1227,0
21139,1228,1944
21139,1229,7819
21139,1230,2467
21139,1231,1940
21139,1232,2468
21139,1233,1942
21139,1234,7824
21139,1235,8040
21139,1236,7498
21139,1237,2367
21139,1238,2392
21139,1239,7699
21139,1240,5095
21139,1241,2547
21139,1242,5229
21139,1243,2336
21139,1244,2171
21139,1245,1988
21139,1246,7516
21139,1247,2042
21139,1248,7450
21139,1249,7557
21139,1250,7482
21139,1251,7576
21139,1252,2548
21139,1253,2576
21139,1254,8092
21139,1255,5157
21139,1256,8036
21139,1257,8104
21139,1258,8041
21139,1259,7819
21139,1260,2119
21139,1261,2121
21139,1262,1944
21139,1263,7964
21139,1264,0
21139,1265,2120
21139,1266,2118
21139,1267,8105
21139,1268,7825
21139,1269,7963
21139,1270,7824
21139,1271,7892
21139,1272,7890
21139,1273,8038
21139,1274,7822
21139,1275,2469
21139,1276,2122
21139,1277,7823
21139,1278,0
21139,1279,2393
21139,1280,7558
21139,1281,7616
21139,1282,0
21139,1283,7482
21139,1284,0
21139,1285,5207
21139,1286,2172
21139,1287,2172
21139,1288,5133
21139,1289,2549
21139,1290,7559
21139,1291,2337
21139,1292,5207
21139,1293,0
21139,1294,0
21139,1295,2511
21139,1296,8105
21139,1297,8071
21139,1298,7965
21139,1299,2472
21139,1300,7826
21139,1301,7893
21139,1302,2473
21139,1303,8042
21139,1304,8092
21139,1305,1945
21139,1306,7966
21139,1307,2471
21139,1308,8043
21139,1309,2125
21139,1310,0
21139,1311,7825
21139,1312,0
21139,1313,2549
21139,1314,2369
21139,1315,2511
21139,1316,7483
21139,1317,0
21139,1318,2512
21139,1319,2337
21139,1320,5141
21139,1321,2577
21139,1322,7617
21139,1323,2173
21139,1324,7483
21139,1325,2016
21139,1326,2551
21139,1327,2370
21139,1328,2017
21139,1329,2512
21139,1330,0
21139,1331,2553
21139,1332,2338
21139,1333,2339
21139,1334,2552
21139,1335,2124
21139,1336,7893
21139,1337,0
21139,1338,2473
21139,1339,8043
21139,1340,7829
21139,1341,7828
21139,1342,7827
21139,1343,5081
21139,1344,7965
21139,1345,5122
21139,1346,7968
21139,1347,7967
21139,1348,2174
21139,1349,2472
21139,1350,8050
21139,1351,7966
21139,1352,2126
21139,1353,2123
21139,1354,7830
21139,1355,8070
21139,1356,8044
21139,1357,2043
21139,1358,2339
21139,1359,0
21139,1360,5209
21139,1361,7534
21139,1362,5166
21139,1363,5208
21139,1364,2550
21139,1365,2341
21139,1366,7601
21139,1367,2554
21139,1368,7467
21139,1369,7617
21139,1370,7468
21139,1371,0
21139,1372,5222
21139,1373,5165
21139,1374,2371
21139,1375,2552
21139,1376,5137
21139,1377,8070
21139,1378,1946
21139,1379,2128
21139,1380,0
21139,1381,0
21139,1382,2296
21139,1383,7833
21139,1384,7969
21139,1385,8044
21139,1386,7898
21139,1387,8051
21139,1388,2127
21139,1389,2475
21139,1390,1947
21139,1391,0
21139,1392,1991
21139,1393,2297
21139,1394,7834
21139,1395,8093
21139,1396,0
21139,1397,0
21139,1398,0
21139,1399,8048
21139,1400,2126
21139,1401,8046
21139,1402,7968
21139,1403,8130
21139,1404,8050
21139,1405,2476
21139,1406,7972
21139,1407,2341
21139,1408,5209
21139,1409,2372
21139,1410,5222
21139,1411,5165
21139,1412,2175
21139,1413,2045
21139,1414,2513
21139,1415,5096
21139,1416,5158
21139,1417,1989
21139,1418,5208
21139,1419,2550
21139,1420,7535
21139,1421,2340
21139,1422,7577
21139,1423,0
21139,1424,0
21139,1425,2044
21139,1426,5230
21139,1427,5177
21139,1428,5158
21139,1429,2175
21139,1430,2514
21139,1431,2129
21139,1432,8052
21139,1433,7970
21139,1434,0
21139,1435,8047
21139,1436,8094
21139,1437,7831
21139,1438,0
21139,1439,7896
21139,1440,7897
21139,1441,7835
21139,1442,7560
21139,1443,2298
21139,1444,7832
21139,1445,7969
21139,1446,7834
21139,1447,2130
21139,1448,2132
21139,1449,7898
21139,1450,8130
21139,1451,1948
21139,1452,7895
21139,1453,8093
21139,1454,8051
21139,1455,7833
21139,1456,7972
21139,1457,2478
21139,1458,2514
21139,1459,2207
21139,1460,0
21139,1461,7651
21139,1462,0
21139,1463,0
21139,1464,2555
21139,1465,2176
21139,1466,2129
21139,1467,2133
21139,1468,1992
21139,1469,5088
21139,1470,2556
21139,1471,2228
21139,1472,2176
21139,1473,0
21139,1474,2134
21139,1475,2208
21139,1476,7651
21139,1477,2046
21139,1478,0
21139,1479,0
21139,1480,8049
21139,1481,1949
21139,1482,7896
21139,1483,2477
21139,1484,0
21139,1485,8055
21139,1486,7971
21139,1487,2480
21139,1488,2301
21139,1489,7975
21139,1490,2132
21139,1491,2300
21139,1492,0
21139,1493,8094
21139,1494,2481
21139,1495,1950
21139,1496,7835
21139,1497,2131
21139,1498,5123
21139,1499,7831
21139,1500,8052
21139,1501,7970
21139,1502,2373
21139,1503,1990
21139,1504,2208
21139,1505,2133
21139,1506,2210
21139,1507,2178
21139,1508,5211
21139,1509,7764
21139,1510,2134
21139,1511,5088
21139,1512,7578
21139,1513,7536
21139,1514,5210
21139,1515,5178
21139,1516,2343
21139,1517,2557
21139,1518,0
21139,1519,5167
21139,1520,2018
21139,1521,2135
21139,1522,7683
21139,1523,2299
21139,1524,2229
21139,1525,2210
21139,1526,2178
21139,1527,2516
21139,1528,7733
21139,1529,2177
21139,1530,5210
21139,1531,2344
21139,1532,2305
21139,1533,0
21139,1534,0
21139,1535,8078
21139,1536,2517
21139,1537,2479
21139,1538,7974
21139,1539,8056
21139,1540,8055
21139,1541,1954
21139,1542,1951
21139,1543,8057
21139,1544,2482
21139,1545,8054
21139,1546,2481
21139,1547,8065
21139,1548,7836
21139,1549,2515
21139,1550,1952
21139,1551,2300
21139,1552,2342
21139,1553,8053
21139,1554,7971
21139,1555,7975
21139,1556,2301
21139,1557,2302
21139,1558,2480
21139,1559,8095
21139,1560,5180
21139,1561,2209
21139,1562,0
21139,1563,1993
21139,1564,2516
21139,1565,2135
21139,1566,5134
21139,1567,7469
21139,1568,2344
21139,1569,0
21139,1570,0
21139,1571,2303
21139,1572,8057
21139,1573,2136
21139,1574,7901
21139,1575,7839
21139,1576,0
21139,1577,1954
21139,1578,7899
21139,1579,7840
21139,1580,7977
21139,1581,7837
21139,1582,5124
21139,1583,2304
21139,1584,8056
21139,1585,8095
21139,1586,2483
21139,1587,7976
21139,1588,5212
21139,1589,2519
21139,1590,2230
21139,1591,0
21139,1592,2581
21139,1593,2580
21139,1594,2520
21139,1595,2048
21139,1596,7499
21139,1597,2211
21139,1598,2179
21139,1599,2518
21139,1600,5134
21139,1601,1993
21139,1602,2211
21139,1603,2345
21139,1604,2518
21139,1605,7579
21139,1606,2019
21139,1607,2520
21139,1608,7500
21139,1609,7562
21139,1610,8097
21139,1611,5201
21139,1612,1955
21139,1613,2140
21139,1614,1953
21139,1615,0
21139,1616,7837
21139,1617,7902
21139,1618,8131
21139,1619,8059
21139,1620,7843
21139,1621,2137
21139,1622,7976
21139,1623,7899
21139,1624,7903
21139,1625,7840
21139,1626,7977
21139,1627,7901
21139,1628,7562
21139,1629,1994
21139,1630,2180
21139,1631,2019
21139,1632,0
21139,1633,1995
21139,1634,0
21139,1635,2231
21139,1636,2345
21139,1637,1997
21139,1638,2181
21139,1639,7519
21139,1640,5097
21139,1641,2049
21139,1642,8107
21139,1643,2521
21139,1644,2347
21139,1645,1995
21139,1646,8107
21139,1647,2212
21139,1648,1997
21139,1649,2049
21139,1650,2139
21139,1651,0
21139,1652,7563
21139,1653,2583
21139,1654,2412
21139,1655,2522
21139,1656,2181
21139,1657,7979
21139,1658,7841
21139,1659,2309
21139,1660,7844
21139,1661,7981
21139,1662,2484
21139,1663,7902
21139,1664,7845
21139,1665,1956
21139,1666,7900
21139,1667,2138
21139,1668,7903
21139,1669,1957
21139,1670,8059
21139,1671,2140
21139,1672,1996
21139,1673,2306
21139,1674,8066
21139,1675,8131
21139,1676,2307
21139,1677,7842
21139,1678,0
21139,1679,2524
