particle_id,particle_type,vx,vy,vz,px,py,pz,q,nhits
4506692003823616,-211,-0.00356454,-0.0039304,-172.402,0.059647,-0.408792,3.90734,-1,12
4506760723300352,211,-0.00356454,-0.0039304,-172.402,-1.26307,0.321524,30.3719,1,16
4506829442777088,-211,-0.00356454,-0.0039304,-172.402,-0.170774,0.291643,4.71243,-1,12
4507791515451392,211,-0.00356454,-0.0039304,-172.402,0.560209,0.303835,2.52496,1,10
4507860234928128,-211,-0.00356454,-0.0039304,-172.402,-0.744015,-0.0360361,3.15388,-1,12
4507928954404864,-2212,-0.00356454,-0.0039304,-172.402,-0.371747,0.206555,4.05061,-1,1
4507997673881600,321,-0.00356454,-0.0039304,-172.402,0.30583,-0.596745,2.91526,1,9
4508066393358336,-211,-0.00356454,-0.0039304,-172.402,0.616199,-1.76714,5.21018,-1,12
4508135112835072,-321,-0.00356454,-0.0039304,-172.402,0.669323,-1.28166,3.40653,-1,13
4508203832311808,211,-0.00356454,-0.0039304,-172.402,0.681923,-1.85868,5.28034,1,13
4508272551788544,211,-0.00356454,-0.0039304,-172.402,9.25125,-0.761138,0.834751,1,11
4508341271265280,-211,-0.00356454,-0.0039304,-172.402,4.67796,-0.724982,0.0708878,-1,11
4508409990742016,211,-0.00356454,-0.0039304,-172.402,0.109677,-0.0582088,0.416013,1,0
4508478710218752,-211,-0.00356454,-0.0039304,-172.402,0.673217,-0.48365,-0.14565,-1,12
4508616149172224,-211,-0.00356454,-0.0039304,-172.402,-0.270693,0.2031,0.498964,-1,13
4508684868648960,211,-0.00356454,-0.0039304,-172.402,-0.179622,0.186358,0.588952,1,3
4508753588125696,-211,-0.00356454,-0.0039304,-172.402,-0.240034,3.88016,13.2102,-1,14
4508822307602432,211,-0.00356454,-0.0039304,-172.402,0.287143,0.374984,2.46183,1,12
4508891027079168,-211,-0.00356454,-0.0039304,-172.402,0.245537,0.670937,10.335,-1,0
4508959746555904,211,-0.00356454,-0.0039304,-172.402,-0.355494,-0.0341361,0.186348,1,13
4509028466032640,-211,-0.00356454,-0.0039304,-172.402,0.122018,0.0939828,0.226924,-1,5
4509097185509376,-211,-0.00356454,-0.0039304,-172.402,-0.111316,0.0412141,-0.109663,-1,0
4509165904986112,-211,-0.00356454,-0.0039304,-172.402,-0.205566,-0.648799,1.36332,-1,11
4509234624462848,-211,-0.00356454,-0.0039304,-172.402,0.0320087,0.107679,0.207942,-1,0
4509303343939584,211,-0.00356454,-0.0039304,-172.402,-0.0554762,0.39783,1.23794,1,4
4509372063416320,-321,-0.00356454,-0.0039304,-172.402,1.21535,0.320063,2.24291,-1,12
4509440782893056,-211,-0.00356454,-0.0039304,-172.402,-0.338108,-0.0941707,-0.651395,-1,9
4509509502369792,-211,-0.00356454,-0.0039304,-172.402,-0.820413,-0.10598,-5.83149,-1,18
4509578221846528,-211,-0.00356454,-0.0039304,-172.402,0.505204,0.393229,-3.56434,-1,13
4509853099753472,-2212,-0.00356454,-0.0039304,-172.402,0.232559,0.629106,-2.73843,-1,15
4509990538706944,211,-0.00356454,-0.0039304,-172.402,2.0708,-1.2842,0.760644,1,9
4510059258183680,211,-0.00356454,-0.0039304,-172.402,-0.082529,-0.700639,0.580595,1,12
4510127977660416,-211,-0.00356454,-0.0039304,-172.402,-0.141396,0.149412,0.209402,-1,10
4510196697137152,211,-0.00356454,-0.0039304,-172.402,-0.344742,0.653987,17.5722,1,15
4510265416613888,-211,-0.00356454,-0.0039304,-172.402,-0.166237,0.0464267,1.07023,-1,10
4510334136090624,211,-0.00356454,-0.0039304,-172.402,-1.995,0.594189,38.133,1,14
4510402855567360,-211,-0.00356454,-0.0039304,-172.402,-0.544299,0.634748,19.9562,-1,17
4510471575044096,211,-0.00356454,-0.0039304,-172.402,-1.06213,-0.0251624,19.7496,1,5
4504836594733057,2212,-13.1295,13.7337,266.309,-0.183181,0.179737,0.15794,1,13
4504836594737154,211,-13.1295,13.7337,266.309,0.234222,-0.265575,-0.276191,1,13
4506829459558401,-211,-125.963,155.349,2719.4,0.021339,0.110828,0.0450844,-1,0
4507928987963393,211,-646.978,415.176,-1794.5,0.150298,-0.0620484,-0.137539,1,2
4507928971186177,2212,-31.4572,16.477,165.591,-0.0756084,-0.206635,-0.321217,1,7
4508410007523329,-211,16.3551,-9.67004,-108.72,0.0146745,-0.138875,0.00718155,-1,1
4508684885430273,-211,-69.6609,93.6223,93.8164,0.0842349,-0.0748674,-0.0991009,-1,0
4508891043860481,211,10.4715,29.8532,285.246,-0.0532426,-0.225716,0.348051,1,13
4509303360720897,-211,-2.97856,171.83,358.348,0.0219292,-0.456114,-0.0436715,-1,8
4509303360724994,211,-2.97856,171.83,358.348,0.0736118,0.150125,-0.0737453,1,5
4510952611381248,211,-0.266402,0.173816,-171.26,-0.224233,0.136156,1.36907,1,11
4511021330857984,-211,-0.266402,0.173816,-171.26,-1.40449,0.94192,6.23734,-1,12
4511158769811456,211,-0.00356454,-0.0039304,-172.402,2.31187,-0.222859,0.120839,1,14
4511227489288192,-211,-0.00356454,-0.0039304,-172.402,1.18453,-0.332443,0.196423,-1,5
4511227522846721,-211,98.5611,-241.969,-219.128,-0.152608,-0.0293965,-0.224266,-1,1
4511227506069505,2212,195.095,-44.0212,-140.485,-0.0166971,-0.184907,-0.0650268,1,1
4511502367195136,-211,-0.00356454,-0.0039304,-172.402,0.194542,0.133201,0.177016,-1,9
4511777245102080,-211,-0.00356454,-0.0039304,-172.402,-0.216527,0.372918,9.39054,-1,0
4511777261883393,211,-9.76248,16.3001,241.518,-0.165376,0.316094,0.0320891,1,12
4511777261887490,2212,-9.76248,16.3001,241.518,0.0344042,-0.144199,0.106407,1,1
4511777261891586,-211,-9.76248,16.3001,241.518,0.181239,-0.0828531,0.00843056,-1,11
4512120842485760,211,-0.00356454,-0.0039304,-172.402,0.19955,0.103244,2.19444,1,9
4512189561962496,-211,-0.00356454,-0.0039304,-172.402,0.33433,0.775489,3.22092,-1,2
4512395720392704,211,-0.00356454,-0.0039304,-172.402,0.298859,0.0486729,0.692017,1,12
4512464439869440,-211,-0.00356454,-0.0039304,-172.402,0.172435,0.00463826,0.0543334,-1,8
4512189578743809,-211,13.0293,31.2503,-43.2422,0.180495,0.354191,0.0561268,-1,12
4512876756729856,211,-89.5788,22.8106,210.39,-2.02016,0.666505,9.2381,1,8
4512945476206592,-211,-0.434843,0.125915,-170.463,-1.30246,0.476163,5.43925,-1,11
4513014195683328,211,-3.28964,3.49684,-154.349,-0.619241,0.743209,2.85798,1,14
4513082915160064,211,-0.00356454,-0.0039304,-172.402,-6.30328,6.18011,33.0453,1,13
4513151634636800,-211,-0.00356454,-0.0039304,-172.402,-0.788493,0.685077,3.98326,-1,12
4513495232020480,211,-0.00356454,-0.0039304,-172.402,0.0103865,-0.327561,-1.07598,1,12
4513563951497216,-211,-0.00356454,-0.0039304,-172.402,-0.228506,-0.152359,-0.825547,-1,10
4513632670973952,211,-0.00356454,-0.0039304,-172.402,-0.565882,-0.285818,-2.70955,1,13
4513701390450688,-211,-0.00356454,-0.0039304,-172.402,-0.70615,0.177771,-2.29174,-1,14
4513770109927424,211,-0.00356454,-0.0039304,-172.402,-0.186851,-0.137895,-5.15916,1,8
4513838829404160,-211,-0.00356454,-0.0039304,-172.402,-0.255544,-0.116186,-1.66352,-1,12
4514319865741312,211,-0.00356454,-0.0039304,-172.402,-0.264539,0.0940342,0.541464,1,12
4517961998008320,211,-0.967103,24.415,-87.7226,0.134868,0.562747,1.96803,1,8
4518030717485056,-211,-0.967103,24.415,-87.7226,-0.231096,1.87594,6.48881,-1,17
4517962014789633,-211,135.044,335.97,1072.72,0.280261,0.142314,0.141168,-1,1
4517962014793730,2212,135.044,335.97,1072.72,-0.22307,-0.106437,0.140249,1,2
4517962014797826,211,135.044,335.97,1072.72,-0.0610299,-0.0846636,-0.0765184,1,0
4518511753822208,211,-0.266402,0.173816,-171.26,-2.04818,1.39093,8.4854,1,14
4519061509636096,211,24.864,0.0324289,-160.233,0.126838,-0.0525777,-0.00732696,1,1
4519542545973248,211,-0.434843,0.125915,-170.463,-1.87041,0.763286,8.9345,1,10
4519611265449984,-211,-0.434843,0.125915,-170.463,-2.6438,0.874212,11.0192,-1,10
4519542562754561,2212,-401.682,194.302,1800,-0.118123,-0.100063,-0.442566,1,1
4519542562758658,211,-401.682,194.302,1800,0.0561877,0.100798,0.144119,1,1
4519679984926720,-13,-3.29353,3.50136,-154.326,-0.157857,0.164639,0.585632,1,10
4519817423880192,-211,-3.28964,3.49684,-154.349,-0.562371,0.641538,4.29756,-1,11
4519886143356928,211,-3.28964,3.49684,-154.349,-2.64383,3.32424,15.7391,1,11
4519954862833664,-211,-3.28964,3.49684,-154.349,-2.01785,2.12322,11.3199,-1,4
4520161021263872,-211,-3.28964,3.49684,-154.349,-0.357985,0.599884,1.75004,-1,5
4520161038045185,2212,-153.76,203.918,474.593,-0.0107654,0.131907,0.151873,1,0
4522291325042688,2212,-457.409,299.728,1729.87,-3.68757,2.34824,15.1229,1,5
4522360044519424,-211,-457.409,299.728,1729.87,-0.278137,0.250389,1.36938,-1,5
4522497483472896,211,2.32217,-5.04069,-156.301,7.94759,-18.9677,58.4708,1,14
4522566202949632,-211,1.45012,-0.0741298,-172.258,5.33972,-0.23948,0.660879,-1,12
4522634922426368,211,1.45012,-0.0741298,-172.258,4.38646,-0.0120853,0.610689,1,12
4522703641903104,-2212,67.9689,1.31104,-137.539,1.64267,0.132737,0.807974,-1,11
4522772361379840,211,67.9689,1.31104,-137.539,0.228327,-0.0772383,0.177038,1,9
4523253397716992,-321,-3.29353,3.50136,-154.326,-2.4178,2.81988,14.7015,-1,10
4523734434054144,-211,1.64509,-3.66386,-160.621,0.597992,-1.2189,3.42167,-1,12
4523803153530880,211,1.64509,-3.66386,-160.621,3.23012,-8.64644,28.7446,1,14
4524284189868032,211,-3.29353,3.50136,-154.326,-1.4835,2.13348,10.3591,1,3
4524352909344768,-211,-3.29353,3.50136,-154.326,-1.55524,1.57197,7.8553,-1,14
4524284206649345,-211,-65.141,94.7712,285.426,0.126489,-0.218931,0.473259,-1,15
4524284206653442,211,-65.141,94.7712,285.426,0.111404,1.55778,3.12054,1,7
4524284206657538,2212,-65.141,94.7712,285.426,-1.06765,0.0526561,2.99954,1,9
4524284206661634,2212,-65.141,94.7712,285.426,-0.333491,0.447568,2.1526,1,6
9007267974217728,-321,0.0112384,0.0253997,-182.94,1.00384,0.744724,2.55092,-1,9
9007336693694464,321,0.0112384,0.0253997,-182.94,1.29149,0.218812,2.25598,1,9
9007405413171200,-2212,0.0112384,0.0253997,-182.94,0.930457,-0.481915,1.04468,-1,10
9007542852124672,-211,0.0112384,0.0253997,-182.94,0.935546,0.0999561,-0.741845,-1,12
9007611571601408,211,0.0112384,0.0253997,-182.94,-0.190959,0.167576,0.0654101,1,11
9007886449508352,211,0.0112384,0.0253997,-182.94,-0.645157,-0.890615,21.8496,1,12
9007955168985088,-211,0.0112384,0.0253997,-182.94,0.0900774,-0.309605,0.75532,-1,6
9008023888461824,-211,0.0112384,0.0253997,-182.94,0.596989,-0.10288,3.47023,-1,2
9008092607938560,211,0.0112384,0.0253997,-182.94,-0.440244,-1.06591,5.96096,1,4
9008161327415296,-211,0.0112384,0.0253997,-182.94,-0.00260921,-0.177258,0.225569,-1,7
9008230046892032,211,0.0112384,0.0253997,-182.94,-0.0624231,0.741071,4.10744,1,11
9008298766368768,-211,0.0112384,0.0253997,-182.94,-0.188303,-0.0369653,0.642902,-1,8
9008367485845504,-211,0.0112384,0.0253997,-182.94,1.01839,0.400174,-3.11582,-1,14
9008436205322240,211,0.0112384,0.0253997,-182.94,0.14391,0.340969,-0.663796,1,13
9008504924798976,-211,0.0112384,0.0253997,-182.94,-0.136427,0.127368,-0.686309,-1,12
9008573644275712,211,0.0112384,0.0253997,-182.94,0.286401,0.32322,-0.836175,1,11
9008642363752448,-211,0.0112384,0.0253997,-182.94,-0.0226061,0.245131,-0.146859,-1,9
9008711083229184,321,0.0112384,0.0253997,-182.94,0.238001,-0.685992,-1.82182,1,5
9008779802705920,211,0.0112384,0.0253997,-182.94,-1.12118,0.194144,-0.802711,1,12
9008848522182656,-321,0.0112384,0.0253997,-182.94,-0.892252,-0.0325188,-1.0195,-1,11
9008917241659392,211,0.0112384,0.0253997,-182.94,-0.034199,-0.302893,6.69678,1,14
9009054680612864,211,0.0112384,0.0253997,-182.94,-0.0844842,0.112121,0.399223,1,0
9009123400089600,-211,0.0112384,0.0253997,-182.94,0.0574582,0.526277,6.3996,-1,8
9009192119566336,211,0.0112384,0.0253997,-182.94,-0.478078,0.390514,14.1309,1,15
9009260839043072,-211,0.0112384,0.0253997,-182.94,0.0979927,-0.565055,3.12859,-1,12
9009329558519808,211,0.0112384,0.0253997,-182.94,0.197399,0.0663275,0.0884671,1,10
9009398277996544,-211,0.0112384,0.0253997,-182.94,-0.597781,-0.414954,1.77732,-1,12
9009466997473280,211,0.0112384,0.0253997,-182.94,-0.122426,-0.0815698,0.253564,1,0
9009535716950016,-211,0.0112384,0.0253997,-182.94,0.497428,0.369786,0.382185,-1,11
9009810594856960,-211,0.0112384,0.0253997,-182.94,0.107852,-0.520443,-2.46256,-1,4
9009879314333696,321,0.0112384,0.0253997,-182.94,-0.250175,0.28447,-4.78044,1,15
9009948033810432,-211,0.0112384,0.0253997,-182.94,-0.0425217,0.502495,-0.196593,-1,4
9010016753287168,211,0.0112384,0.0253997,-182.94,-0.338778,0.239265,0.296097,1,12
9010085472763904,-211,0.0112384,0.0253997,-182.94,-0.19129,0.226622,0.924123,-1,13
9010154192240640,211,0.0112384,0.0253997,-182.94,0.195723,-0.264875,5.24755,1,0
9010222911717376,-211,0.0112384,0.0253997,-182.94,-0.204105,0.88417,9.74871,-1,15
9010291631194112,211,0.0112384,0.0253997,-182.94,0.624059,-0.328666,3.00786,1,11
9010635228577792,211,0.0112384,0.0253997,-182.94,-0.23667,-0.136398,1.09599,1,1
9010703948054528,-211,0.0112384,0.0253997,-182.94,-0.0287878,0.268788,4.25056,-1,0
9010772667531264,211,0.0112384,0.0253997,-182.94,0.15919,0.0581245,2.76532,1,9
9010910106484736,211,0.0112384,0.0253997,-182.94,-0.0820841,-0.251826,-0.763626,1,13
9011253703868416,-211,0.0112384,0.0253997,-182.94,0.229886,-0.288245,-8.34669,-1,9
9011322423345152,211,0.0112384,0.0253997,-182.94,0.116821,0.19445,-4.80311,1,9
9011391142821888,2212,0.0112384,0.0253997,-182.94,-0.249078,-0.133366,-1.1151,1,15
9011459862298624,-321,0.0112384,0.0253997,-182.94,0.429923,0.406198,-1.22773,-1,12
9011528581775360,-211,0.0112384,0.0253997,-182.94,0.049732,0.110658,-0.0796948,-1,0
9011872179159040,211,0.0112384,0.0253997,-182.94,0.195578,-0.166993,0.0430006,1,14
9012009618112512,211,0.0112384,0.0253997,-182.94,0.168904,0.13539,-0.876478,1,6
9012078337589248,-211,0.0112384,0.0253997,-182.94,0.026426,-0.500141,-0.906541,-1,8
9012696812879872,-211,0.0112384,0.0253997,-182.94,0.538922,-0.0590612,-2.38371,-1,8
9012765532356608,211,0.0112384,0.0253997,-182.94,-0.23846,0.281206,-2.30102,1,9
9012834251833344,-211,0.0112384,0.0253997,-182.94,-0.291213,-0.608936,-11.1381,-1,12
9012902971310080,211,0.0112384,0.0253997,-182.94,0.299489,0.312855,-1.82248,1,13
9013658885554176,-211,0.0112384,0.0253997,-182.94,-0.594185,-0.567621,-22.2192,-1,7
9013727605030912,-211,0.0112384,0.0253997,-182.94,-0.888358,0.237296,-5.71551,-1,9
9013796324507648,211,0.0112384,0.0253997,-182.94,1.566,0.350849,-10.5059,1,1
9013865043984384,211,0.0112384,0.0253997,-182.94,0.512651,-0.0829997,0.0606593,1,13
9013933763461120,2212,0.0112384,0.0253997,-182.94,0.474234,-0.107222,-0.341434,1,12
9014002482937856,-2212,0.0112384,0.0253997,-182.94,0.607559,0.774977,-0.473536,-1,13
9014071202414592,-211,0.0112384,0.0253997,-182.94,0.262604,0.179524,-0.22425,-1,10
9014758397181952,-211,0.0112384,0.0253997,-182.94,0.452839,-0.795589,5.82754,-1,12
9014827116658688,211,0.0112384,0.0253997,-182.94,0.122916,-0.643706,5.54384,1,13
9014964555612160,-321,0.0112384,0.0253997,-182.94,0.507206,-0.421045,1.88262,-1,12
9015033275088896,211,0.0112384,0.0253997,-182.94,0.332627,-0.492284,2.15302,1,1
9015101994565632,211,0.0112384,0.0253997,-182.94,-0.079256,0.238255,0.170487,1,11
9015170714042368,-211,0.0112384,0.0253997,-182.94,-0.772301,-0.325241,3.95392,-1,13
9015445591949312,-211,0.0112384,0.0253997,-182.94,0.0909812,-0.0507872,-0.892848,-1,0
9015514311426048,211,0.0112384,0.0253997,-182.94,-0.896703,0.334097,-0.774299,1,11
9015583030902784,-211,0.0112384,0.0253997,-182.94,-0.0699866,0.254385,0.148389,-1,9
9015651750379520,211,0.0112384,0.0253997,-182.94,0.168831,0.0586266,-0.0160533,1,7
9015720469856256,-211,0.0112384,0.0253997,-182.94,0.190625,1.13826,1.57178,-1,12
9015789189332992,211,0.0112384,0.0253997,-182.94,0.0315597,0.175889,0.544406,1,9
9015857908809728,-211,0.0112384,0.0253997,-182.94,-0.33601,-0.523087,0.116925,-1,11
9015926628286464,211,0.0112384,0.0253997,-182.94,-0.23293,0.0668489,4.64715,1,12
9015995347763200,-211,0.0112384,0.0253997,-182.94,0.249587,-0.411727,5.10269,-1,0
9016064067239936,211,0.0112384,0.0253997,-182.94,0.195679,0.406959,5.0784,1,11
9016201506193408,211,0.0112384,0.0253997,-182.94,0.0957025,0.305972,1.44642,1,12
9016338945146880,211,0.0112384,0.0253997,-182.94,-0.214577,-0.114788,2.84196,1,0
9016407664623616,-211,0.0112384,0.0253997,-182.94,-0.238393,0.553685,15.522,-1,16
9016476384100352,-321,0.0112384,0.0253997,-182.94,-0.269896,0.372385,7.1124,-1,10
9016545103577088,211,0.0112384,0.0253997,-182.94,-0.0912929,-0.285473,3.5289,1,0
9016682542530560,211,0.0112384,0.0253997,-182.94,0.0255818,0.591877,1.83504,1,15
9016751262007296,-211,0.0112384,0.0253997,-182.94,-0.369117,0.0229599,4.28087,-1,12
9016888700960768,211,0.0112384,0.0253997,-182.94,-0.213958,0.242378,-2.3158,1,14
9017644615204864,-321,0.0112384,0.0253997,-182.94,-0.088683,-0.307757,0.272672,-1,11
9017713334681600,-211,0.0112384,0.0253997,-182.94,0.486766,-0.136586,2.42706,-1,11
9017782054158336,-211,0.0112384,0.0253997,-182.94,-0.124595,0.180135,3.08951,-1,8
9017850773635072,211,0.0112384,0.0253997,-182.94,-0.438287,-0.0975445,-1.36876,1,13
9017919493111808,-211,0.0112384,0.0253997,-182.94,0.257794,-1.07145,-4.66634,-1,13
9017988212588544,-211,0.0112384,0.0253997,-182.94,-0.259394,-0.118069,-1.02047,-1,10
9018056932065280,-321,0.0112384,0.0253997,-182.94,0.258493,0.650605,-12.0144,-1,10
9018125651542016,211,0.0112384,0.0253997,-182.94,0.277274,0.0123701,-2.24974,1,16
9018194371018752,211,0.0112384,0.0253997,-182.94,0.334923,0.433702,-9.13905,1,12
9018400529448960,211,0.0112384,0.0253997,-182.94,0.0717324,0.303741,-4.95009,1,14
9018469248925696,-211,0.0112384,0.0253997,-182.94,-0.342001,-0.133909,-3.34212,-1,16
9018537968402432,211,0.0112384,0.0253997,-182.94,-0.298385,-0.0739464,3.35322,1,13
9018606687879168,-211,0.0112384,0.0253997,-182.94,0.121645,-0.239809,5.08566,-1,0
9018675407355904,211,0.0112384,0.0253997,-182.94,0.208529,-0.15529,3.00076,1,8
9018744126832640,2212,0.0112384,0.0253997,-182.94,0.0519763,-0.137811,1.13317,1,0
9018881565786112,-211,0.0112384,0.0253997,-182.94,-0.189365,0.165798,0.130479,-1,9
9019568760553472,211,0.0112384,0.0253997,-182.94,0.215077,-0.252433,3.55245,1,12
9019637480030208,211,0.0112384,0.0253997,-182.94,-0.314482,-0.597273,1.90408,1,11
9020049796890624,-211,0.0112384,0.0253997,-182.94,0.370691,-0.309421,-9.18781,-1,11
9020118516367360,211,0.0112384,0.0253997,-182.94,-0.352007,0.0984342,-1.3448,1,14
9020187235844096,-211,0.0112384,0.0253997,-182.94,-1.36611,0.155188,-19.9179,-1,11
9020255955320832,211,0.0112384,0.0253997,-182.94,-0.74009,0.252432,-7.46936,1,15
9007267990999041,2212,548.107,604.692,1497.5,0.25388,0.050271,0.08256,1,0
9007955185766401,2212,208.151,-287.673,666.189,-0.0818721,-0.0804577,-0.153184,1,0
9008023905243137,2212,74.3091,-9.89045,246.916,-0.114256,-0.139174,-0.0427995,1,0
9008023905247234,-211,74.3091,-9.89045,246.916,0.359809,-0.0879905,0.0351189,-1,9
9008023905251330,211,74.3091,-9.89045,246.916,-0.188075,0.136784,-0.102751,1,7
9008092624719873,211,-47.5516,-106.055,417.791,0.268627,0.0357417,0.0330534,1,8
9008092624723970,-211,-47.5516,-106.055,417.791,-0.136949,0.143876,0.136273,-1,6
9008092624728066,211,-47.5516,-106.055,417.791,-0.0250849,-0.140546,-0.0339756,1,1
9008298783150081,-211,-237.447,-449.696,1800,-0.220687,-0.068224,0.0207128,-1,0
9008298783154178,2212,-237.447,-449.696,1800,0.26771,0.0263327,0.205683,1,1
9008711100010497,-211,68.235,-390.125,-1182.66,-0.105949,0.0616348,0.184786,-1,0
9009810611638273,-211,29.517,-107.667,-702,-0.202985,-0.0299929,0.123257,-1,4
9009810611642370,2212,29.517,-107.667,-702,0.0305024,-0.184821,-0.0272762,1,5
9010154209021953,211,20.2173,-29.1943,382.752,0.358874,-0.0776008,-0.0804698,1,12
9010703964835841,2212,-5.08254,35.1456,375.529,-0.016958,-0.0989481,0.0553749,1,0
9010703964839938,-211,-5.08254,35.1456,375.529,0.168109,0.0861371,0.014891,-1,7
9010703964844034,2212,-5.08254,35.1456,375.529,-0.054621,0.106711,-0.349221,1,1
9012765549137921,-211,-123.249,226.572,-1798.5,0.0781829,0.365213,-0.0819099,-1,0
9013796341288961,211,57.915,12.2896,-570.569,0.232897,-0.105166,0.0952188,1,6
9013865060765697,2212,561.497,-349.832,-109.665,-0.160276,-0.192445,0.128669,1,0
9013865060769794,2212,561.497,-349.832,-109.665,-0.0417917,-0.0949005,-0.12993,1,0
9015033291870209,2212,19.3495,-29.7766,-54.312,0.0895207,0.232557,0.0685704,1,7
9015033291874306,-211,19.3495,-29.7766,-54.312,-0.162905,-0.23742,-0.0117818,-1,7
9015033291878402,-211,19.3495,-29.7766,-54.312,-0.167588,0.0652432,-0.00845765,-1,4
9015514328207361,211,-553.085,359.134,-719.481,-0.00381779,0.158488,-0.278743,1,0
9015514328211458,-211,-553.085,359.134,-719.481,-0.496238,0.0281074,0.231471,-1,2
9015514328215554,2212,-553.085,359.134,-719.481,-0.27769,0.276989,-0.33065,1,2
9015651767160833,-211,389.042,-305.827,-230.283,-0.140832,0.309222,0.301115,-1,14
9015995364544513,-211,19.111,-29.9301,193.611,-0.231185,-0.213246,0.187895,-1,10
9015995364548610,2212,19.111,-29.9301,193.611,-0.0413685,0.122202,-0.0471851,1,0
9016338961928193,-211,-16.9678,-8.54945,39.2544,0.104388,-0.254671,-0.338405,-1,14
9016545120358401,211,-23.4641,-59.5938,570.569,0.28401,-0.0293446,0.0562415,1,10
9016545120362498,2212,-23.4641,-59.5938,570.569,-0.00795814,-0.212895,-0.131958,1,6
9018606704660481,2212,15.6259,-28.1976,426.481,-0.240166,0.0726417,0.362693,1,8
9018606704664578,211,15.6259,-28.1976,426.481,0.104071,0.120322,0.748795,1,12
9018606704668674,2212,15.6259,-28.1976,426.481,0.105944,-0.412441,1.44882,1,10
9018606704672770,2212,15.6259,-28.1976,426.481,0.112363,-0.0567006,1.03135,1,0
9020324674797568,2212,12.3093,-8.49922,-166.625,0.579931,-0.448556,0.77504,1,10
9020393394274304,-211,12.3093,-8.49922,-166.625,0.218424,-0.104838,0.28413,-1,10
9020393411055617,211,461.861,659.825,1214.5,-0.0696269,0.171856,-0.0685899,1,0
9020393411059714,2212,461.861,659.825,1214.5,0.0964261,-0.334347,0.00319264,1,0
9021905222762496,-211,10.9951,28.6434,731.733,0.19274,0.126363,2.4499,-1,9
9022042661715968,211,22.64,5.14993,797.681,0.175277,0.202533,6.70215,1,9
9022111381192704,-211,0.129414,0.318653,-173.814,0.269531,0.586244,5.34059,-1,1
9022111397974017,-211,12.9234,29.2213,87.8476,-0.102039,-0.0651294,0.0992268,-1,0
9022180100669440,211,0.0112384,0.0253997,-182.94,0.107828,-0.124945,0.259011,1,11
